Website,Compliance Status,Granular Consent Status,Cookies Before,Cookies After
https://nd.edu.au,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,964,964
http://zufe.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://lamolina.edu.pe,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://sxnu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hfuu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://wy.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,345,345
https://occ.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,345,345
https://mukuni.edu.zm,Non-Compliant - No Consent Mechanism,No Granular Options Found,942,942
https://harran.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,342,342
http://bipt.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://northsouth.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,343,343
https://clackamas.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,341,341
http://syphu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://nwtc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,952,953
https://ugc.edu.hk,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,340,340
https://millsaps.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,947,947
https://bie.edu,Compliant,Granular Consent Evaluated,348,349
http://minotstateu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,956,956
https://tafeqld.edu.au,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,983,986
https://ump.edu.my,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,967,967
http://scielo.edu.uy,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://sjzu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://hainu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://sanjuan.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,973,973
https://bryantstratton.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,963,963
https://bergen.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,967,988
https://scf.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,983,983
https://tac.edu.et,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,977,977
http://nesl.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://sustech.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,984,984
https://10mektep-ns.edu.kz,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,984,984
https://tms.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,986,991
https://ore.edu.pl,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,990,990
https://piedmont.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,994,993
https://fidm.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,996,996
http://tyust.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://nrsmc.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,989,989
https://huntington.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1006,1007
https://friends.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1015,1016
https://ucuenca.edu.ec,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1013,1013
https://malone.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1011,1011
http://fing.edu.uy,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://bucea.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://cenapec.edu.do,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1006,1006
http://bift.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://ulci.edu.np,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1001,1001
http://gdou.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://usnh.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1006,1006
https://tesu.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,1011,1011
https://hsutx.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1005,1005
https://terc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1012,1011
http://njit.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://savannahstate.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1003,1003
https://untref.edu.ar,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1008,1008
https://ticaret.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1017,1017
https://harrisburgu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1009,1009
https://georgian.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1008,1008
https://unizwa.edu.om,Non-Compliant - No Consent Mechanism,No Granular Options Found,1012,1012
https://floridapoly.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1030,1030
https://hou.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1013,1013
https://loras.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1020,1026
https://midlandstech.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1028,1028
http://fafu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://dlu.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,1020,1020
https://cf.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1025,1025
https://nitt.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1023,1023
https://mga.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1033,1039
https://gsw.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1054,1052
https://alaskapacific.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1034,1034
http://heuet.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://ucaldas.edu.co,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1036,1036
https://catawba.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1044,1044
https://cfcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1051,1051
https://centralstate.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,1043,1043
http://skrishna.edu.np,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://cypresscollege.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1071,1069
https://monroecollege.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1050,1050
http://lnpu.edu.cn,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://indianatech.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1060,1060
https://ripon.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1051,1051
https://yasar.edu.tr,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1053,1053
https://lecom.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1068,1068
http://dliflc.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
http://mans.edu.eg,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://usil.edu.pe,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1088,1089
https://qcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1077,1077
http://tn.edu,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
http://cotf.edu,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://giresun.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,1065,1065
https://hkapa.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1079,1079
https://sut.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,1070,1070
https://cccs.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1081,1080
https://trinitydc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1073,1073
https://occc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1078,1078
https://kku.edu.tr,Non-Compliant - No Consent Mechanism,No Granular Options Found,1081,1081
https://gsu.edu.tr,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1078,1078
https://gac.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1096,1096
https://centralmethodist.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,1098,1098
https://unec.edu.az,Non-Compliant - No Consent Mechanism,No Granular Options Found,1093,1093
https://brooklyn.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1088,1088
https://raritanval.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1103,1103
http://ncyu.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://canton.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,1100,1100
https://dbq.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1104,1104
https://isunet.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1097,1096
https://ohlone.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1109,1109
https://uobaghdad.edu.iq,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1104,1104
https://tiffin.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1100,1100
http://micost.edu.my,Error in Cookie Consent Evaluation,Granular Consent Evaluated,0,0
https://dhtn.edu.vn,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1100,1100
https://franklinpierce.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1116,1116
http://northampton.edu,Error in Cookie Consent Evaluation,Error in Granular Consent Evaluation,0,0
https://jessup.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1132,1137
http://ylc.edu.tw,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://the-bac.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1135,1135
https://schoolturan.edu.kz,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1130,1130
https://shu.edu.tw,Non-Compliant - No Consent Mechanism,No Granular Options Found,29,29
https://upmsp.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,1130,1130
http://school.edu.ru,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://euroinnova.edu.es,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1147,1147
https://mvsu.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1152,1152
https://daffodilvarsity.edu.bd,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1153,1153
https://sjny.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1187,1191
https://paulmitchell.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,132,132
http://wyu.edu.cn,Error in Cookie Consent Evaluation,No Granular Options Found,0,0
https://stcc.edu,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,1171,1171
https://nielit.edu.in,Non-Compliant - No Consent Mechanism,No Granular Options Found,139,139
https://cutech.edu.cn,Non-Compliant - No Consent Mechanism,No Granular Options Found,1161,1161
https://ahu.edu,Non-Compliant - Cookies Set Before Consent,Granular Consent Evaluated,1169,1169
https://athens.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,No Granular Options Found,1163,1163
https://sunywcc.edu,Partially Compliant - Cookie Banner Present notworking accept/reject ,Granular Consent Evaluated,1190,1193
https://asa.edu.py,Non-Compliant - No Consent Mechanism,No Granular Options Found,1180,1180
https://erikson.edu,Non-Compliant - No Consent Mechanism,No Granular Options Found,1178,1178
https://fbmg.edu.br,Non-Compliant - No Consent Mechanism,Granular Consent Evaluated,181,181
